-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,45,45,-1,-1,-1,-1,-1,-1,45,45,45,45,-1,-1,-1,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,45,45,45,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,45,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,45,45,-1,7,7,7,-1,-1,-1,-1,-1,-1,-1,45,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,-1,-1,7,7,7,7,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7,7,-1,7,7,7,-1,-1,-1,-1,-1,-1,-1,7,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,45,-1,7,7,-1,-1,7,-1,-1,7,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,45,45,45,45,45,45,45,-1
-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,45,45,-1,-1,-1,-1,-1,-1,-1,45,7,7,7,7,-1,7,7,-1,-1,7,-1,-1,7,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,7,7,7,7,7,7,7,-1
-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,45,45,-1,-1,-1,-1,45,7,7,7,7,7,-1,7,7,-1,-1,7,-1,-1,7,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,7,7,7,7,7,7,7,-1
-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,45,45,-1,45,7,7,7,7,7,7,-1,7,7,-1,-1,7,-1,-1,7,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,7,7,7,7,7,7,7,-1
