-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,-1,-1,-1,-1,-1
-1,-1,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,45,-1,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1,-1
-1,-1,7,7,7,-1,-1,-1,-1,-1,-1,45,45,45,45,45,-1,45,45,7,7,7,7,-1,-1,-1,-1,-1,-1,45,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,45,45,-1,-1,-1,-1,-1,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,43,43,43,43,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,45,45,-1,45,-1,45,45,-1,-1,-1,7,-1,-1,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,45,45,45,45,45,-1
-1,-1,-1,-1,-1,45,45,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,43,-1,-1,45,45,45,45,15,-1,-1,-1,-1,-1,-1,7,7,-1,7,-1,7,7,-1,-1,-1,7,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,7,7,7,7,7,7,7,7,-1
-1,45,45,45,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,7,43,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,7,7,-1,7,-1,7,7,-1,-1,-1,7,-1,-1,-1,-1,45,45,-1,-1,-1,-1,-1,-1,-1,45,7,7,7,7,7,7,7,7,7,-1
-1,7,7,7,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,7,43,-1,7,7,7,7,7,-1,51,51,51,-1,-1,7,7,-1,7,-1,7,7,-1,-1,-1,7,-1,-1,-1,-1,-1,45,45,-1,-1,-1,-1,-1,-1,45,7,-1,-1,7,7,-1,7,-1,7,-1
-1,7,7,7,-1,-1,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,7,43,-1,7,7,7,7,7,-1,51,-1,51,51,-1,7,7,-1,7,-1,7,7,-1,-1,-1,7,-1,-1,-1,-1,-1,7,45,45,45,-1,-1,45,45,7,7,-1,-1,7,7,-1,7,-1,7,-1
-1,7,7,7,-1,-1,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,43,-1,7,7,7,7,7,-1,51,-1,-1,51,-1,7,7,-1,7,-1,7,7,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,7,45,45,-1,7,7,-1,7,-1,-1,7,7,-1,7,-1,7,-1
